,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ig01,ig02,ig03,ig04,ig05,ig06,ig07,ig08
141,WBGene00001858,683.6456538,3.12308266,0.1938178208,16.11349589,2.05E-58,2.50E-56,155.4358066,1106.01642,107.3843185,1113.32422,119.4670794,1512.947853,179.8481537,1174.74138
142,WBGene00017184,360.8005982,2.118255539,0.1315889473,16.0975187,2.66E-58,3.21E-56,157.2862329,506.5029491,137.2888122,506.2647171,107.0779008,699.1046516,139.2726556,633.6068666
143,WBGene00012583,161.2224204,2.543973329,0.1581222142,16.08865233,3.06E-58,3.68E-56,51.81193554,267.9107416,51.65321649,264.204513,43.36212511,323.7583883,42.76876826,244.3096747
144,WBGene00044068,234.0293658,2.491373073,0.1550590498,16.06725358,4.33E-58,5.16E-56,66.61534569,363.9542149,54.37180683,324.5286648,81.41460225,493.6425975,77.86109094,409.8466038
145,WBGene00009431,486.0945224,1.393744739,0.08674914979,16.06637924,4.39E-58,5.20E-56,245.1814807,659.1615226,280.0148052,700.2183192,246.0136894,748.9136344,304.8645533,704.3881743
146,WBGene00004990,12667.5595,0.5771188428,0.03605950452,16.00462487,1.19E-57,1.40E-55,10605.71816,15315.39556,9853.530693,15679.69789,10089.21609,15061.88062,10117.55528,14617.48166
147,WBGene00004062,1231.437419,1.066400383,0.06664072946,16.00223155,1.23E-57,1.44E-55,766.0764755,1711.595794,732.660097,1582.936287,892.0208594,1777.113351,787.3839901,1601.712493
148,WBGene00020554,190.236448,2.763531142,0.1728450634,15.98848754,1.54E-57,1.78E-55,57.36321435,280.0425487,38.06026478,305.4387434,46.90189043,433.1602612,51.54184893,309.3828124
149,WBGene00003242,4101.543991,1.17289579,0.07336181634,15.98782376,1.55E-57,1.79E-55,2402.778511,4853.73385,2532.366903,5322.270103,2521.197846,6598.800776,2626.441025,5954.762912
150,WBGene00016027,4710.893188,0.6951784842,0.04364632945,15.92753601,4.08E-57,4.67E-55,3844.260574,6023.442257,3391.441451,5679.633433,3568.968379,5883.686094,3576.127008,5719.58631
151,WBGene00000751,15600.76541,0.8410512347,0.05293267341,15.88907532,7.54E-57,8.58E-55,11210.80755,17917.6682,11492.84067,20740.81787,11572.37776,21394.73701,10437.77273,20039.1015
152,WBGene00018969,319.6009864,2.281383688,0.1438052137,15.86440178,1.12E-56,1.26E-54,149.8845278,489.3162223,84.27630059,490.2291831,114.1574314,618.1650545,83.34426636,527.4349052
153,WBGene00003371,4760.503401,0.9041232955,0.05700460546,15.86053071,1.19E-56,1.33E-54,3548.192371,6125.551634,3197.062242,5695.668967,3353.042695,6874.529074,3159.405676,6130.574547
154,WBGene00011668,274.392002,1.971377361,0.1244722391,15.83788783,1.70E-56,1.90E-54,105.4742973,516.6127884,114.1807943,403.1791412,101.7682528,446.501953,126.1130346,381.305754
155,WBGene00010050,2284.35817,0.6603839502,0.04181482559,15.79305763,3.47E-56,3.85E-54,1756.979743,2783.23876,1735.819933,2756.584659,1744.219359,2806.202514,1843.443576,2848.376815
156,WBGene00021645,311.6869378,1.511427288,0.09578911871,15.778695,4.36E-56,4.80E-54,169.3140036,479.206383,157.6782398,440.5953873,165.4840285,476.7431212,153.5289117,450.9454276
157,WBGene00020237,108.7692606,3.531054823,0.2245963195,15.721784,1.07E-55,1.17E-53,19.42947583,207.2517057,12.23365654,170.2820994,15.92894392,231.2559916,20.83606659,192.936145
158,WBGene00000215,9742.947672,0.6548001376,0.04177207442,15.67554752,2.22E-55,2.42E-53,7678.343804,11938.70923,7923.33155,12004.50621,7737.926979,11969.27646,6939.506809,11751.98033
159,WBGene00013263,684.7194595,1.551512968,0.09932687278,15.62027399,5.30E-55,5.72E-53,432.999747,978.6324446,311.2785941,975.8767851,350.4367662,1140.269928,293.8982024,994.3632087
160,WBGene00004311,683.5934646,1.288634321,0.08274497278,15.57356632,1.10E-54,1.18E-52,418.1963368,933.1381677,372.4468768,859.8100626,415.0374832,1078.008699,378.3391039,1013.770987
161,WBGene00013289,800.060506,1.643354981,0.1056573174,15.55363151,1.50E-54,1.60E-52,404.3181398,1069.620998,319.4343651,1033.146549,418.5772485,1435.56604,404.6583459,1315.162361
162,WBGene00005018,4537.376972,2.986568688,0.1921437268,15.54340981,1.76E-54,1.87E-52,1268.467208,7082.953416,706.8334888,7603.133919,1001.753584,9595.34476,1086.765368,7953.764036
163,WBGene00006589,376.6079919,2.061707019,0.1327442743,15.53141957,2.13E-54,2.24E-52,154.5105935,524.7006599,142.7259929,532.9906072,170.7936765,746.245296,111.8567785,629.0403307
164,WBGene00004156,165.4615585,2.628556426,0.1696434373,15.49459542,3.77E-54,3.95E-52,49.03629613,252.7459826,31.26378893,250.4597696,54.86636239,342.4367568,46.05867351,296.8248384
165,WBGene00022178,3165.631299,0.6423527096,0.04152180899,15.47024865,5.51E-54,5.74E-52,2516.579726,3801.299578,2469.839325,4026.446234,2377.837351,3761.467648,2528.840503,3842.740024
166,WBGene00007455,4986.735793,0.5805116531,0.03759315367,15.44195143,8.55E-54,8.85E-52,4083.890776,5922.343864,3818.260135,5945.36514,4156.569421,6054.45975,3918.277154,5994.720102
167,WBGene00002011,319.4103098,1.877807814,0.1219137352,15.40275844,1.57E-53,1.61E-51,133.2306914,459.9976883,137.2888122,471.9028585,148.6701432,622.6122851,127.2096697,454.3703296
168,WBGene00015514,13082.70785,0.6560470846,0.04264368384,15.3843905,2.08E-53,2.13E-51,10052.44071,15892.66739,10697.65299,17077.08014,10197.17893,15641.79949,9695.350775,15407.49238
169,WBGene00017962,223.5212082,1.927499157,0.1254601181,15.36344128,2.88E-53,2.93E-51,83.26918212,316.4379702,81.55771025,347.4365706,108.8477834,376.2357094,96.50388736,377.880852
170,WBGene00018418,246.4415563,2.486060181,0.1625568636,15.29348024,8.45E-53,8.49E-51,69.3909851,338.6796167,72.04264405,332.9282303,85.83930889,514.9893044,70.18464535,487.4777154
171,WBGene00018951,2304.797198,0.7756978293,0.05072072084,15.29350957,8.45E-53,8.49E-51,1805.090826,3020.819984,1742.616409,2777.965371,1675.193935,2922.719956,1573.671345,2920.299756
172,WBGene00020472,124.0548329,3.934882033,0.2588240106,15.20292504,3.38E-52,3.38E-50,15.72862329,186.0210432,23.1080179,180.2088586,12.3891786,253.4921447,10.96635084,310.5244464
173,WBGene00010573,616.8461764,3.301655445,0.217690846,15.16671695,5.87E-52,5.83E-50,124.9037732,896.7427463,72.04264405,1058.345246,125.6616687,1400.877641,129.4029399,1126.792752
174,WBGene00000733,11294.72797,1.769058308,0.1167768241,15.1490531,7.69E-52,7.59E-50,5025.757747,14339.79607,5537.768526,16572.34262,5261.861141,20077.4673,4672.762091,18870.06829
175,WBGene00010834,611.554914,1.09734536,0.07244545681,15.14719361,7.91E-52,7.76E-50,377.4869589,793.6223854,396.9141899,818.5758322,392.91395,906.3455979,392.59536,813.9850377
176,WBGene00001072,727.0326065,1.612827032,0.1065777904,15.13286235,9.83E-52,9.60E-50,394.1407953,1005.929011,300.4042327,920.1342144,375.2151234,1327.053613,358.5996724,1134.78419
177,WBGene00021322,3402.636944,0.5878003428,0.03886553497,15.12394833,1.13E-51,1.09E-49,2735.855239,4136.946243,2683.248667,4048.590543,2801.724247,4190.180679,2651.663632,3972.886299
178,WBGene00000114,22444.20308,0.7487389196,0.04954963962,15.11088527,1.37E-51,1.32E-49,15872.03132,25796.26597,17798.61097,29417.56897,16997.95304,29673.70151,16329.99303,27667.49984
179,WBGene00004988,2754.842793,0.8306115866,0.05510334452,15.07370549,2.41E-51,2.31E-49,2100.233816,3630.443294,1920.684076,3706.499151,2024.74576,3583.578424,1885.115709,3187.442111
180,WBGene00010868,411.0026439,1.562833656,0.1037534482,15.0629563,2.84E-51,2.71E-49,209.0981684,558.0631296,193.0199142,546.7353506,231.8546281,688.4312981,194.1044098,666.7142525
181,WBGene00018489,237.7901036,2.298952052,0.1528852075,15.03711242,4.19E-51,3.98E-49,115.6516418,392.261765,80.19841508,369.5808795,68.14048232,435.8285996,55.92838927,384.730656
182,WBGene00013962,172.2756548,2.711851034,0.1809682327,14.98523246,9.17E-51,8.66E-49,55.51278808,281.0535326,24.46731307,242.0602041,49.55671441,361.1151254,49.34857876,315.0909823
183,WBGene00021576,463.6853279,1.328051856,0.08927417169,14.87610393,4.71E-50,4.42E-48,301.6194819,606.5903582,262.343968,653.6389108,253.09322,695.5468671,237.9698132,698.6800043
184,WBGene00018085,248.767175,1.794622281,0.1209877936,14.83308545,8.95E-50,8.36E-48,137.8567571,421.580299,96.50995712,397.8339632,105.3080181,363.7834637,103.0836979,364.1812441
185,WBGene00044772,114.580309,2.829557855,0.1909381019,14.81924156,1.10E-49,1.02E-47,29.60682031,188.0430111,31.26378893,183.263246,19.46870923,207.2409463,33.99568759,223.7602628
186,WBGene00021415,227.647208,2.04306697,0.1379588579,14.80924822,1.28E-49,1.18E-47,97.14737913,327.5587934,89.71348127,332.9282303,89.37907421,452.7280759,78.95772602,352.7649041
187,WBGene00044070,157.2682158,2.147926144,0.1452025876,14.79261617,1.63E-49,1.50E-47,67.54055883,239.6031915,55.731102,242.823801,55.75130371,275.7282977,51.54184893,269.4256226
188,WBGene00016422,1145.547507,2.438094265,0.1650527749,14.77160421,2.23E-49,2.04E-47,400.6172873,1522.541799,341.1830879,1695.185026,321.2337024,2279.65041,364.0828478,2239.885896
189,WBGene00003515,1542.341023,1.208050522,0.08192647236,14.74554545,3.29E-49,2.99E-47,946.4930367,1883.463062,874.0267948,1942.590408,967.2408724,2539.368677,936.5263614,2249.018968
190,WBGene00012186,786.3079142,2.79619918,0.1901591971,14.70451717,6.03E-49,5.45E-47,195.2199714,1046.368368,169.9118963,1220.22778,185.837679,1724.63603,240.1630833,1508.098506
191,WBGene00009397,696.3084293,1.027192547,0.06987700414,14.70000839,6.45E-49,5.80E-47,451.5040097,978.6324446,455.3638822,901.0442929,453.9749017,990.8429794,473.7463561,865.3585674
192,WBGene00018743,661.6768749,1.135777464,0.07751047044,14.6532134,1.28E-48,1.15E-46,445.9527309,849.2265015,403.7106657,852.174094,391.1440673,997.0691023,413.4314265,940.706411
193,WBGene00011763,207.9101666,2.384869212,0.1628128434,14.6479182,1.39E-48,1.24E-46,58.28842748,315.4269863,51.65321649,284.8216282,66.37059966,410.9241082,89.92407686,385.87229
194,WBGene00000214,30941.63222,0.7111595498,0.04872978525,14.59393974,3.07E-48,2.72E-46,23897.33005,36931.24298,25429.69405,40512.63132,22665.11731,39252.14679,21883.35309,36961.54219
195,WBGene00003893,3904.212053,0.7845124554,0.05386518896,14.56436839,4.73E-48,4.17E-46,2946.803834,4705.119212,2861.316334,4673.97637,2872.519553,5528.797092,2790.936288,4854.227742
196,WBGene00002983,197.7075919,2.346313278,0.1611985962,14.55542004,5.40E-48,4.73E-46,63.83970629,283.0755005,44.85674064,296.2755811,69.02542365,410.0346621,80.05436111,334.4987602
197,WBGene00005655,196.8131033,1.963203475,0.1349441106,14.54827088,5.99E-48,5.22E-46,76.79269017,340.7015845,80.19841508,274.1312722,76.10495428,347.7734335,88.82744178,289.9750345
198,WBGene00019272,163.7055745,3.148641935,0.2168275487,14.52141092,8.87E-48,7.69E-46,50.8867224,247.6910629,28.54519859,223.7338795,25.66329854,378.0146017,26.31924201,328.7905903
199,WBGene00007875,84.10806451,4.226768291,0.2929037195,14.43057227,3.32E-47,2.87E-45,7.401705077,165.8013646,5.437180683,149.6649842,8.849413288,183.225901,12.06298592,140.4209813
200,WBGene00009304,175.5961925,2.099871727,0.1461658821,14.36636031,8.41E-47,7.23E-45,63.83970629,275.998613,73.40193922,248.9325758,62.83083435,338.8789723,66.8947401,273.9921585
201,WBGene00010128,130.2926701,2.506185676,0.1748410103,14.3340837,1.34E-46,1.15E-44,40.70937792,261.844838,29.90449376,191.6628115,38.93741847,219.693192,44.96203843,214.6271909
202,WBGene00023209,2879.365898,0.6763635045,0.04721345099,14.32565276,1.51E-46,1.29E-44,2231.614081,3360.510585,2286.334477,3599.595591,2238.901562,3757.020418,2113.215806,3447.734662
203,WBGene00009292,171.3776501,2.411027252,0.1683126558,14.32469377,1.53E-46,1.30E-44,54.58757494,287.1194362,31.26378893,249.6961727,68.14048232,342.4367568,59.21829452,278.5586945
204,WBGene00002127,348.9155767,1.462003618,0.1021738598,14.30897904,1.92E-46,1.62E-44,178.566135,461.0086723,180.7862577,477.2480365,194.6870923,585.255548,188.6212344,525.1516372
205,WBGene00012364,1237.756332,0.7995034479,0.05592819939,14.2951759,2.35E-46,1.97E-44,866.9247071,1546.805413,913.4463548,1633.33368,915.9142753,1472.922777,917.883565,1634.819879
206,WBGene00004232,143.711908,2.488806027,0.1746235805,14.2524052,4.33E-46,3.61E-44,50.8867224,212.3066254,25.82660824,223.7338795,46.90189043,283.7333128,47.1553086,259.1509166
207,WBGene00007170,163.6790791,2.069891895,0.1452356569,14.25195396,4.36E-46,3.62E-44,65.69013256,232.526304,54.37180683,252.7505601,63.71577567,300.6327891,66.8947401,272.8505246
208,WBGene00004048,199.2073035,2.22900853,0.156423673,14.24981581,4.49E-46,3.71E-44,71.24141137,289.1414041,70.68334888,274.1312722,68.14048232,422.4869078,70.18464535,327.6489563
209,WBGene00007682,183.1389892,2.570490914,0.180498151,14.24109277,5.09E-46,4.19E-44,55.51278808,415.5143954,40.77885512,286.3488219,69.02542365,268.6127287,42.76876826,286.5501325
210,WBGene00021835,1366.362409,0.8448987738,0.05946752463,14.20773404,8.20E-46,6.71E-44,930.7644134,1810.672219,1041.220101,1854.776769,1015.912645,1662.374801,925.5600106,1689.618311
211,WBGene00000698,9004.912685,0.9068274901,0.06402544433,14.16354856,1.54E-45,1.25E-43,6186.900231,10870.09922,6937.842552,13395.77969,6049.458924,11560.13124,5893.31694,11145.77268
212,WBGene00001328,1550.020939,1.245493021,0.08795805233,14.16007958,1.62E-45,1.31E-43,837.3178868,1844.034689,864.5117286,1998.332978,974.320403,2404.172867,1000.131196,2477.345767
213,WBGene00012538,707.7508207,0.9089215079,0.06422254526,14.15268586,1.80E-45,1.45E-43,508.867224,954.3688303,497.5020325,917.079827,474.3285522,934.8078738,488.0026122,887.0496133
214,WBGene00012783,205.3941125,1.846509994,0.1305628096,14.14269499,2.07E-45,1.66E-43,89.74567406,372.0420864,82.91700542,285.585225,98.2284875,305.9694658,84.44090144,324.2240543
215,WBGene00015298,447.4886093,1.383117547,0.09790513937,14.12711892,2.59E-45,2.07E-43,249.8075463,572.2169046,229.7208839,626.1494239,274.3318119,748.0241883,235.776543,643.8815726
216,WBGene00000942,1018.699965,1.178177631,0.08369805372,14.07652363,5.30E-45,4.20E-43,606.9398163,1235.422363,613.042122,1275.97035,653.0867007,1625.018064,622.8887275,1517.231578
217,WBGene00001210,125.1593252,2.902805064,0.2062188973,14.0763291,5.31E-45,4.20E-43,30.53203344,176.9221878,27.18590342,181.7360523,29.20306385,278.3966361,30.70578234,246.5929427
218,WBGene00008215,131.4088023,2.801334645,0.1994384755,14.0461094,8.14E-45,6.41E-43,37.00852538,224.4384325,13.59295171,198.5351832,42.47718378,277.5071899,35.09232268,222.6186288
219,WBGene00019730,1677.503056,1.211064737,0.08638866721,14.01879178,1.20E-44,9.38E-43,1075.097662,2071.506073,1200.257636,2528.269198,882.2865048,2317.896593,897.0474984,2447.663283
220,WBGene00011508,356.5981451,3.033991538,0.2166535131,14.00388803,1.48E-44,1.15E-42,94.37173973,631.8649565,50.29392132,563.5344815,65.48565833,756.0292033,98.69715753,592.5080429
221,WBGene00018303,156.6861753,-1.899224742,0.1357213955,-13.99355448,1.71E-44,1.33E-42,251.6579726,68.74690727,255.5474921,72.54170155,231.8546281,64.92956688,251.1294342,57.0816997
222,WBGene00013391,4368.10502,0.5930074801,0.04243519593,13.97442541,2.23E-44,1.73E-42,3572.247913,5281.380052,3244.637573,5238.274449,3657.462512,5146.335259,3444.530798,5359.971602
223,WBGene00016898,548.4100596,1.407922706,0.1008420543,13.96166229,2.67E-44,2.06E-42,342.3288598,764.3038514,288.1705762,744.506937,306.1896998,949.0390117,262.095785,730.6457561
224,WBGene00023069,1153.751817,1.153577499,0.08263060757,13.96065615,2.71E-44,2.08E-42,668.9290963,1404.256679,666.0546337,1695.185026,850.428617,1663.264247,673.3339414,1608.562297
225,WBGene00001006,1413.685097,0.950043616,0.0680595307,13.95900921,2.77E-44,2.12E-42,991.8284803,1659.02463,966.4588664,1793.68902,938.9227499,2102.650631,960.6523333,1896.254064
226,WBGene00004174,463.1145108,3.013337499,0.216229995,13.93579785,3.84E-44,2.92E-42,135.0811177,810.8091122,61.16828268,739.1617589,101.7682528,952.5967962,107.4702382,796.8605278
227,WBGene00016146,115.2180256,2.818974123,0.2024034087,13.9275032,4.31E-44,3.26E-42,33.30767285,179.9551396,16.31154205,184.0268429,32.74282917,251.7132524,29.60914726,194.077779
228,WBGene00016103,1391.368618,1.102021609,0.07916594811,13.92039931,4.76E-44,3.59E-42,821.5892635,1612.519369,940.6322582,1802.088586,905.2949794,2102.650631,871.8248915,2074.348967
229,WBGene00012540,94.19184733,3.408984706,0.2449076989,13.9194673,4.82E-44,3.62E-42,23.13032837,155.6915253,6.796475854,159.5917434,10.61929595,204.572608,23.02933676,170.1034651
230,WBGene00009653,417.022712,3.068698362,0.2204961279,13.91724377,4.98E-44,3.72E-42,90.67088719,596.4805189,57.09039717,665.8564605,99.11342883,913.4611669,106.3736031,807.1352337
231,WBGene00012530,3359.853252,0.6620474859,0.04763535889,13.89823655,6.49E-44,4.83E-42,2484.197266,4205.69315,2498.384524,3951.613742,2658.363752,4009.623116,2762.423776,4308.526693
232,WBGene00000788,5912.93439,0.649717854,0.04675839197,13.89521381,6.77E-44,5.01E-42,4581.655443,6901.987293,4841.809398,7639.022972,4660.101037,7426.875115,4338.288391,6913.735467
233,WBGene00018682,511.652835,1.577485101,0.1135301094,13.8948611,6.81E-44,5.02E-42,320.1237446,716.7876066,224.2837032,665.8564605,255.748044,876.1044298,222.616922,811.7017697
234,WBGene00003370,5491.749064,0.7083146071,0.05105608682,13.8732647,9.20E-44,6.75E-42,4354.053012,6368.187778,3916.129387,6628.784328,4341.522159,7337.041057,4060.839715,6927.435075
235,WBGene00020156,383.2677339,1.468159052,0.1059719241,13.85422662,1.20E-43,8.77E-42,186.8930532,493.360158,251.4696066,569.6432564,204.421447,600.3761321,175.4616134,584.5166049
236,WBGene00003369,3240.558461,0.7335621812,0.0530058329,13.83927279,1.48E-43,1.08E-41,2539.710055,3891.277148,2458.964964,3822.565873,2468.101366,4391.195502,2266.744718,4085.908064
237,WBGene00013481,7679.399022,-0.7966866586,0.05774256465,-13.79721638,2.65E-43,1.92E-41,9063.387867,5111.534752,10575.31643,6186.661747,9737.894382,5521.681523,9621.876224,5616.83925
238,WBGene00012840,299.7300449,1.738940804,0.1261693512,13.7825929,3.24E-43,2.34E-41,128.6046257,381.1409418,130.4923364,555.8985129,153.9797912,427.8235845,139.2726556,480.6279114
239,WBGene00003934,10794.54419,0.6059182798,0.04400535296,13.76919486,3.91E-43,2.81E-41,9062.462654,12825.34214,8601.619841,12321.39891,8379.509442,13771.2943,8195.15398,13199.57224
240,WBGene00022615,229.0411053,1.665410677,0.1212679459,13.73331315,6.41E-43,4.59E-41,101.7734448,307.3391148,108.7436137,330.6374397,110.6176661,394.0246319,118.436589,360.7563421
241,WBGene00003003,283.4232051,1.925223094,0.1406993956,13.68323641,1.28E-42,9.11E-41,111.9507893,396.3057007,104.6657281,371.1080732,109.7327248,550.5671493,145.8524661,477.2030095
242,WBGene00009048,1399.746227,0.7628082349,0.05577536299,13.67643694,1.40E-42,9.97E-41,1103.77927,1810.672219,1076.561775,1821.178507,992.0192296,1703.289323,982.585035,1707.884455
243,WBGene00015328,357.4019846,1.374954987,0.1005839358,13.66972743,1.54E-42,1.09E-40,200.7712502,452.9208008,195.7385046,500.9195391,196.456975,592.371117,202.8774905,517.1601993
244,WBGene00012942,173.0015291,2.18117789,0.1596799089,13.65968897,1.77E-42,1.24E-40,56.43800121,258.8118862,48.93462615,251.2233664,79.64471959,343.3262029,62.50819977,283.1252305
245,WBGene00001155,8387.226427,0.4726114926,0.03462247716,13.65042399,2.01E-42,1.41E-40,7036.245889,9971.334505,6838.614004,9489.981756,7117.583108,10030.28391,7105.098707,9508.669535
246,WBGene00019565,4100.197955,0.709859314,0.05212531651,13.61832141,3.12E-42,2.18E-40,3359.448892,5257.116438,3033.946821,5150.46081,3224.726202,4883.059208,2820.545435,5072.279835
247,WBGene00010348,530.1109118,1.257491618,0.09242643943,13.6053236,3.72E-42,2.59E-40,289.5917111,753.1830281,282.7333955,657.4568951,345.1271182,836.0793543,330.0871602,746.628632
